START_DATE,MATCH_ID,PLAYER_ID,BATSMAN,RUNS,BALLS_FACED,STRIKE_RATE,FOURS,SIXS,OPPOSITION,GROUND
25-Mar-11,ODI # 3144,43906,Hashim Amla,7,5,140,1,0, New Zealand,Dhaka
19-Oct-11,ODI # 3203,43906,Hashim Amla,24,32,75,2,1, Australia,Centurion
23-Oct-11,ODI # 3208,43906,Hashim Amla,0,1,0,0,0, Australia,Port Elizabeth
28-Oct-11,ODI # 3211,43906,Hashim Amla,52,72,72.22,7,0, Australia,Durban
11-Jan-12,ODI # 3225,43906,Hashim Amla,112,128,87.5,8,0, Sri Lanka,Paarl
14-Jan-12,ODI # 3226,43906,Hashim Amla,55,58,94.82,5,2, Sri Lanka,East London
25-Feb-12,ODI # 3249,43906,Hashim Amla,8,10,80,1,0, New Zealand,Wellington
29-Feb-12,ODI # 3252,43906,Hashim Amla,92,107,85.98,12,0, New Zealand,Napier
3-Mar-12,ODI # 3254,43906,Hashim Amla,76,89,85.39,7,0, New Zealand,Auckland
28-Aug-12,ODI # 3298,43906,Hashim Amla,150,124,120.96,16,0, England,Southampton
31-Aug-12,ODI # 3300,43906,Hashim Amla,43,51,84.31,5,0, England,The Oval
2-Sep-12,ODI # 3302,43906,Hashim Amla,45,73,61.64,3,1, England,Lord's
5-Sep-12,ODI # 3304,43906,Hashim Amla,97,107,90.65,9,1, England,Nottingham
19-Jan-13,ODI # 3323,43906,Hashim Amla,13,22,59.09,1,0, New Zealand,Paarl
10-Mar-13,ODI # 3343,43906,Hashim Amla,43,43,100,6,0, Pakistan,Bloemfontein
15-Mar-13,ODI # 3346,43906,Hashim Amla,17,16,106.25,3,0, Pakistan,Centurion
17-Mar-13,ODI # 3347,43906,Hashim Amla,122,113,107.96,9,1, Pakistan,Johannesburg
21-Mar-13,ODI # 3348,43906,Hashim Amla,0,1,0,0,0, Pakistan,Durban
24-Mar-13,ODI # 3350,43906,Hashim Amla,22,65,33.84,2,0, Pakistan,Benoni
31-May-13,ODI # 3359,43906,Hashim Amla,20,23,86.95,2,0, Netherlands,Amstelveen
6-Jun-13,ODI # 3363,43906,Hashim Amla,22,15,146.66,4,0, India,Cardiff
10-Jun-13,ODI # 3367,43906,Hashim Amla,81,97,83.5,9,0, Pakistan,Birmingham
14-Jun-13,ODI # 3371,43906,Hashim Amla,23,27,85.18,2,0, West Indies,Cardiff
19-Jun-13,ODI # 3375,43906,Hashim Amla,1,3,33.33,0,0, England,The Oval
28-Jul-13,ODI # 3400,43906,Hashim Amla,77,71,108.45,9,0, Sri Lanka,Pallekele
31-Jul-13,ODI # 3401,43906,Hashim Amla,18,28,64.28,2,0, Sri Lanka,Colombo (RPS)
6-Nov-13,ODI # 3430,43906,Hashim Amla,10,10,100,1,0, Pakistan,Abu Dhabi
8-Nov-13,ODI # 3431,43906,Hashim Amla,46,50,92,6,0, Pakistan,Abu Dhabi
11-Nov-13,ODI # 3433,43906,Hashim Amla,3,4,75,0,0, Pakistan,Sharjah
24-Nov-13,ODI # 3438,43906,Hashim Amla,3,3,100,0,0, Pakistan,Cape Town
27-Nov-13,ODI # 3440,43906,Hashim Amla,98,131,74.8,7,0, Pakistan,Port Elizabeth
30-Nov-13,ODI # 3441,43906,Hashim Amla,41,48,85.41,6,0, Pakistan,Centurion
5-Dec-13,ODI # 3442,43906,Hashim Amla,65,88,73.86,5,1, India,Johannesburg
8-Dec-13,ODI # 3443,43906,Hashim Amla,100,117,85.47,8,0, India,Durban
11-Dec-13,ODI # 3444,43906,Hashim Amla,13,16,81.25,3,0, India,Centurion
6-Jul-14,ODI # 3500,43906,Hashim Amla,109,130,83.84,8,1, Sri Lanka,Colombo (RPS)
9-Jul-14,ODI # 3501,43906,Hashim Amla,101,102,99.01,11,0, Sri Lanka,Pallekele
12-Jul-14,ODI # 3502,43906,Hashim Amla,48,61,78.68,4,0, Sri Lanka,Hambantota
17-Aug-14,ODI # 3507,43906,Hashim Amla,122,132,92.42,6,3, Zimbabwe,Bulawayo
19-Aug-14,ODI # 3508,43906,Hashim Amla,15,21,71.42,2,0, Zimbabwe,Bulawayo
27-Aug-14,ODI # 3516,43906,Hashim Amla,24,29,82.75,4,0, Australia,Harare
29-Aug-14,ODI # 3518,43906,Hashim Amla,66,80,82.5,5,1, Zimbabwe,Harare
2-Sep-14,ODI # 3522,43906,Hashim Amla,17,28,60.71,2,0, Australia,Harare
4-Sep-14,ODI # 3524,43906,Hashim Amla,14,22,63.63,2,0, Zimbabwe,Harare
6-Sep-14,ODI # 3526,43906,Hashim Amla,51,75,68,2,0, Australia,Harare
21-Oct-14,ODI # 3536,43906,Hashim Amla,38,74,51.35,1,0, New Zealand,Mount Maunganui
24-Oct-14,ODI # 3537,43906,Hashim Amla,119,135,88.14,15,0, New Zealand,Mount Maunganui
27-Oct-14,ODI # 3538,43906,Hashim Amla,12,20,60,2,0, New Zealand,Hamilton
14-Nov-14,ODI # 3545,43906,Hashim Amla,8,13,61.53,1,0, Australia,Perth
16-Nov-14,ODI # 3546,43906,Hashim Amla,10,22,45.45,1,0, Australia,Perth
19-Nov-14,ODI # 3548,43906,Hashim Amla,102,115,88.69,9,0, Australia,Canberra
21-Nov-14,ODI # 3549,43906,Hashim Amla,18,20,90,3,0, Australia,Melbourne
23-Nov-14,ODI # 3551,43906,Hashim Amla,18,28,64.28,3,0, Australia,Sydney
16-Jan-15,ODI # 3579,43906,Hashim Amla,66,66,100,10,0, West Indies,Durban
18-Jan-15,ODI # 3583,43906,Hashim Amla,153,142,107.74,14,0, West Indies,Johannesburg
21-Jan-15,ODI # 3587,43906,Hashim Amla,61,63,96.82,9,0, West Indies,East London
28-Jan-15,ODI # 3593,43906,Hashim Amla,133,105,126.66,11,6, West Indies,Centurion
15-Feb-15,ODI # 3601,43906,Hashim Amla,11,26,42.3,1,0, Zimbabwe,Hamilton
22-Feb-15,ODI # 3610,43906,Hashim Amla,22,28,78.57,2,0, India,Melbourne
27-Feb-15,ODI # 3616,43906,Hashim Amla,65,88,73.86,1,1, West Indies,Sydney
3-Mar-15,ODI # 3621,43906,Hashim Amla,159,128,124.21,16,4, Ireland,Canberra
7-Mar-15,ODI # 3626,43906,Hashim Amla,38,27,140.74,9,0, Pakistan,Auckland
12-Mar-15,ODI # 3633,43906,Hashim Amla,12,16,75,3,0, U.A.E.,Wellington
18-Mar-15,ODI # 3640,43906,Hashim Amla,16,23,69.56,1,0, Sri Lanka,Sydney
24-Mar-15,ODI # 3644,43906,Hashim Amla,10,14,71.42,2,0, New Zealand,Auckland
10-Jul-15,ODI # 3663,43906,Hashim Amla,14,18,77.77,2,0, Bangladesh,Dhaka
12-Jul-15,ODI # 3666,43906,Hashim Amla,22,37,59.45,3,0, Bangladesh,Dhaka
15-Jul-15,ODI # 3668,43906,Hashim Amla,15,35,42.85,2,0, Bangladesh,Chattogram
19-Aug-15,ODI # 3676,43906,Hashim Amla,124,126,98.41,13,3, New Zealand,Centurion
23-Aug-15,ODI # 3677,43906,Hashim Amla,8,8,100,2,0, New Zealand,Potchefstroom
26-Aug-15,ODI # 3678,43906,Hashim Amla,44,55,80,7,0, New Zealand,Durban
11-Oct-15,ODI # 3689,43906,Hashim Amla,37,59,62.71,3,0, India,Kanpur
14-Oct-15,ODI # 3692,43906,Hashim Amla,17,17,100,3,0, India,Indore
18-Oct-15,ODI # 3695,43906,Hashim Amla,5,15,33.33,0,0, India,Rajkot
22-Oct-15,ODI # 3698,43906,Hashim Amla,7,10,70,0,0, India,Chennai
25-Oct-15,ODI # 3700,43906,Hashim Amla,23,13,176.92,5,0, India,Mumbai
3-Feb-16,ODI # 3732,43906,Hashim Amla,6,9,66.66,1,0, England,Bloemfontein
6-Feb-16,ODI # 3734,43906,Hashim Amla,4,8,50,1,0, England,Port Elizabeth
9-Feb-16,ODI # 3736,43906,Hashim Amla,127,130,97.69,13,2, England,Centurion
12-Feb-16,ODI # 3737,43906,Hashim Amla,0,3,0,0,0, England,Johannesburg
14-Feb-16,ODI # 3738,43906,Hashim Amla,59,93,63.44,4,0, England,Cape Town
3-Jun-16,ODI # 3739,43906,Hashim Amla,20,26,76.92,1,0, West Indies,Providence
7-Jun-16,ODI # 3741,43906,Hashim Amla,35,46,76.08,2,0, Australia,Providence
11-Jun-16,ODI # 3743,43906,Hashim Amla,60,64,93.75,6,1, Australia,Basseterre
15-Jun-16,ODI # 3747,43906,Hashim Amla,110,99,111.11,13,0, West Indies,Basseterre
19-Jun-16,ODI # 3750,43906,Hashim Amla,0,1,0,0,0, Australia,Bridgetown
24-Jun-16,ODI # 3754,43906,Hashim Amla,16,36,44.44,2,0, West Indies,Bridgetown
5-Oct-16,ODI # 3790,43906,Hashim Amla,45,30,150,9,0, Australia,Durban
9-Oct-16,ODI # 3792,43906,Hashim Amla,4,8,50,1,0, Australia,Port Elizabeth
12-Oct-16,ODI # 3795,43906,Hashim Amla,25,22,113.63,5,0, Australia,Cape Town
28-Jan-17,ODI # 3828,43906,Hashim Amla,57,71,80.28,5,1, Sri Lanka,Port Elizabeth
1-Feb-17,ODI # 3830,43906,Hashim Amla,15,14,107.14,3,0, Sri Lanka,Durban
4-Feb-17,ODI # 3831,43906,Hashim Amla,34,54,62.96,4,0, Sri Lanka,Johannesburg
7-Feb-17,ODI # 3833,43906,Hashim Amla,1,9,11.11,0,0, Sri Lanka,Cape Town
10-Feb-17,ODI # 3834,43906,Hashim Amla,154,134,114.92,15,5, Sri Lanka,Centurion
19-Feb-17,ODI # 3836,43906,Hashim Amla,35,43,81.39,4,0, New Zealand,Hamilton
22-Feb-17,ODI # 3839,43906,Hashim Amla,10,13,76.92,2,0, New Zealand,Christchurch
25-Feb-17,ODI # 3841,43906,Hashim Amla,7,19,36.84,0,0, New Zealand,Wellington
1-Mar-17,ODI # 3843,43906,Hashim Amla,40,38,105.26,6,1, New Zealand,Hamilton
4-Mar-17,ODI # 3846,43906,Hashim Amla,8,28,28.57,1,0, New Zealand,Auckland
24-May-17,ODI # 3872,43906,Hashim Amla,73,76,96.05,8,0, England,Leeds
27-May-17,ODI # 3873,43906,Hashim Amla,24,29,82.75,3,0, England,Southampton
29-May-17,ODI # 3874,43906,Hashim Amla,55,54,101.85,11,0, England,Lord's
3-Jun-17,ODI # 3877,43906,Hashim Amla,103,115,89.56,5,2, Sri Lanka,The Oval
7-Jun-17,ODI # 3881,43906,Hashim Amla,16,20,80,2,0, Pakistan,Birmingham
11-Jun-17,ODI # 3886,43906,Hashim Amla,35,54,64.81,3,1, India,The Oval
15-Oct-17,ODI # 3923,43906,Hashim Amla,110,112,98.21,8,0, Bangladesh,Kimberley
18-Oct-17,ODI # 3925,43906,Hashim Amla,85,92,92.39,4,0, Bangladesh,Paarl
1-Feb-18,ODI # 3969,43906,Hashim Amla,16,17,94.11,1,0, India,Durban
4-Feb-18,ODI # 3970,43906,Hashim Amla,23,32,71.87,4,0, India,Centurion
7-Feb-18,ODI # 3971,43906,Hashim Amla,1,2,50,0,0, India,Cape Town
10-Feb-18,ODI # 3973,43906,Hashim Amla,33,40,82.5,4,0, India,Johannesburg
13-Feb-18,ODI # 3976,43906,Hashim Amla,71,92,77.17,5,0, India,Port Elizabeth
16-Feb-18,ODI # 3978,43906,Hashim Amla,10,19,52.63,2,0, India,Centurion
29-Jul-18,ODI # 4025,43906,Hashim Amla,19,14,135.71,3,0, Sri Lanka,Dambulla
1-Aug-18,ODI # 4027,43906,Hashim Amla,43,43,100,6,0, Sri Lanka,Dambulla
5-Aug-18,ODI # 4029,43906,Hashim Amla,59,59,100,9,1, Sri Lanka,Pallekele
8-Aug-18,ODI # 4030,43906,Hashim Amla,40,23,173.91,6,0, Sri Lanka,Pallekele
12-Aug-18,ODI # 4031,43906,Hashim Amla,0,4,0,0,0, Sri Lanka,Colombo (RPS)
19-Jan-19,ODI # 4080,43906,Hashim Amla,108,120,90,7,1, Pakistan,Port Elizabeth
22-Jan-19,ODI # 4081,43906,Hashim Amla,8,5,160,2,0, Pakistan,Durban
25-Jan-19,ODI # 4084,43906,Hashim Amla,25,30,83.33,3,0, Pakistan,Centurion
27-Jan-19,ODI # 4087,43906,Hashim Amla,59,75,78.66,7,0, Pakistan,Johannesburg
30-Jan-19,ODI # 4090,43906,Hashim Amla,14,17,82.35,2,0, Pakistan,Cape Town
19-Jan-13,ODI # 3323,379143,Quinton de Kock,18,34,52.94,1,0, New Zealand,Paarl
22-Jan-13,ODI # 3325,379143,Quinton de Kock,25,28,89.28,1,2, New Zealand,Kimberley
25-Jan-13,ODI # 3328,379143,Quinton de Kock,31,38,81.57,4,0, New Zealand,Potchefstroom
24-Mar-13,ODI # 3350,379143,Quinton de Kock,3,12,25,0,0, Pakistan,Benoni
26-Jul-13,ODI # 3398,379143,Quinton de Kock,20,28,71.42,3,0, Sri Lanka,Pallekele
28-Jul-13,ODI # 3400,379143,Quinton de Kock,8,9,88.88,2,0, Sri Lanka,Pallekele
31-Jul-13,ODI # 3401,379143,Quinton de Kock,27,21,128.57,5,0, Sri Lanka,Colombo (RPS)
6-Nov-13,ODI # 3430,379143,Quinton de Kock,40,57,70.17,5,0, Pakistan,Abu Dhabi
8-Nov-13,ODI # 3431,379143,Quinton de Kock,112,135,82.96,9,1, Pakistan,Abu Dhabi
11-Nov-13,ODI # 3433,379143,Quinton de Kock,34,41,82.92,5,0, Pakistan,Sharjah
24-Nov-13,ODI # 3438,379143,Quinton de Kock,19,24,79.16,3,0, Pakistan,Cape Town
27-Nov-13,ODI # 3440,379143,Quinton de Kock,47,52,90.38,3,1, Pakistan,Port Elizabeth
30-Nov-13,ODI # 3441,379143,Quinton de Kock,15,18,83.33,3,0, Pakistan,Centurion
5-Dec-13,ODI # 3442,379143,Quinton de Kock,135,121,111.57,18,3, India,Johannesburg
8-Dec-13,ODI # 3443,379143,Quinton de Kock,106,118,89.83,9,0, India,Durban
11-Dec-13,ODI # 3444,379143,Quinton de Kock,101,120,84.16,9,2, India,Centurion
6-Jul-14,ODI # 3500,379143,Quinton de Kock,27,35,77.14,3,1, Sri Lanka,Colombo (RPS)
9-Jul-14,ODI # 3501,379143,Quinton de Kock,4,6,66.66,1,0, Sri Lanka,Pallekele
12-Jul-14,ODI # 3502,379143,Quinton de Kock,128,127,100.78,12,3, Sri Lanka,Hambantota
17-Aug-14,ODI # 3507,379143,Quinton de Kock,63,68,92.64,8,1, Zimbabwe,Bulawayo
19-Aug-14,ODI # 3508,379143,Quinton de Kock,38,38,100,5,0, Zimbabwe,Bulawayo
21-Aug-14,ODI # 3510,379143,Quinton de Kock,84,75,112,7,2, Zimbabwe,Bulawayo
27-Aug-14,ODI # 3516,379143,Quinton de Kock,19,18,105.55,2,0, Australia,Harare
29-Aug-14,ODI # 3518,379143,Quinton de Kock,76,76,100,7,1, Zimbabwe,Harare
2-Sep-14,ODI # 3522,379143,Quinton de Kock,1,5,20,0,0, Australia,Harare
4-Sep-14,ODI # 3524,379143,Quinton de Kock,2,4,50,0,0, Zimbabwe,Harare
6-Sep-14,ODI # 3526,379143,Quinton de Kock,7,7,100,1,0, Australia,Harare
21-Oct-14,ODI # 3536,379143,Quinton de Kock,9,5,180,2,0, New Zealand,Mount Maunganui
24-Oct-14,ODI # 3537,379143,Quinton de Kock,26,33,78.78,3,0, New Zealand,Mount Maunganui
27-Oct-14,ODI # 3538,379143,Quinton de Kock,80,94,85.1,11,0, New Zealand,Hamilton
14-Nov-14,ODI # 3545,379143,Quinton de Kock,2,7,28.57,0,0, Australia,Perth
16-Nov-14,ODI # 3546,379143,Quinton de Kock,4,8,50,1,0, Australia,Perth
19-Nov-14,ODI # 3548,379143,Quinton de Kock,47,53,88.67,4,1, Australia,Canberra
21-Nov-14,ODI # 3549,379143,Quinton de Kock,17,38,44.73,0,0, Australia,Melbourne
23-Nov-14,ODI # 3551,379143,Quinton de Kock,107,123,86.99,14,0, Australia,Sydney
28-Jan-15,ODI # 3593,379143,Quinton de Kock,4,7,57.14,1,0, West Indies,Centurion
15-Feb-15,ODI # 3601,379143,Quinton de Kock,7,16,43.75,1,0, Zimbabwe,Hamilton
22-Feb-15,ODI # 3610,379143,Quinton de Kock,7,15,46.66,1,0, India,Melbourne
27-Feb-15,ODI # 3616,379143,Quinton de Kock,12,19,63.15,3,0, West Indies,Sydney
3-Mar-15,ODI # 3621,379143,Quinton de Kock,1,4,25,0,0, Ireland,Canberra
7-Mar-15,ODI # 3626,379143,Quinton de Kock,0,2,0,0,0, Pakistan,Auckland
12-Mar-15,ODI # 3633,379143,Quinton de Kock,26,45,57.77,2,0, U.A.E.,Wellington
18-Mar-15,ODI # 3640,379143,Quinton de Kock,78,57,136.84,12,0, Sri Lanka,Sydney
24-Mar-15,ODI # 3644,379143,Quinton de Kock,14,17,82.35,2,0, New Zealand,Auckland
10-Jul-15,ODI # 3663,379143,Quinton de Kock,35,41,85.36,5,0, Bangladesh,Dhaka
12-Jul-15,ODI # 3666,379143,Quinton de Kock,2,9,22.22,0,0, Bangladesh,Dhaka
15-Jul-15,ODI # 3668,379143,Quinton de Kock,7,8,87.5,1,0, Bangladesh,Chattogram
11-Oct-15,ODI # 3689,379143,Quinton de Kock,29,33,87.87,5,0, India,Kanpur
14-Oct-15,ODI # 3692,379143,Quinton de Kock,34,36,94.44,5,0, India,Indore
18-Oct-15,ODI # 3695,379143,Quinton de Kock,103,118,87.28,11,1, India,Rajkot
22-Oct-15,ODI # 3698,379143,Quinton de Kock,43,35,122.85,6,1, India,Chennai
25-Oct-15,ODI # 3700,379143,Quinton de Kock,109,87,125.28,17,1, India,Mumbai
3-Feb-16,ODI # 3732,379143,Quinton de Kock,138,96,143.75,12,6, England,Bloemfontein
6-Feb-16,ODI # 3734,379143,Quinton de Kock,22,33,66.66,4,0, England,Port Elizabeth
9-Feb-16,ODI # 3736,379143,Quinton de Kock,135,117,115.38,16,4, England,Centurion
12-Feb-16,ODI # 3737,379143,Quinton de Kock,27,42,64.28,4,0, England,Johannesburg
14-Feb-16,ODI # 3738,379143,Quinton de Kock,4,17,23.52,1,0, England,Cape Town
3-Jun-16,ODI # 3739,379143,Quinton de Kock,30,34,88.23,6,0, West Indies,Providence
7-Jun-16,ODI # 3741,379143,Quinton de Kock,18,23,78.26,2,1, Australia,Providence
11-Jun-16,ODI # 3743,379143,Quinton de Kock,19,29,65.51,3,0, Australia,Basseterre
15-Jun-16,ODI # 3747,379143,Quinton de Kock,71,103,68.93,6,0, West Indies,Basseterre
19-Jun-16,ODI # 3750,379143,Quinton de Kock,5,5,100,1,0, Australia,Bridgetown
24-Jun-16,ODI # 3754,379143,Quinton de Kock,6,6,100,1,0, West Indies,Bridgetown
25-Sep-16,ODI # 3780,379143,Quinton de Kock,82,66,124.24,8,2, Ireland,Benoni
30-Sep-16,ODI # 3785,379143,Quinton de Kock,178,113,157.52,16,11, Australia,Centurion
2-Oct-16,ODI # 3787,379143,Quinton de Kock,22,24,91.66,2,0, Australia,Johannesburg
5-Oct-16,ODI # 3790,379143,Quinton de Kock,70,49,142.85,6,2, Australia,Durban
9-Oct-16,ODI # 3792,379143,Quinton de Kock,18,14,128.57,3,0, Australia,Port Elizabeth
12-Oct-16,ODI # 3795,379143,Quinton de Kock,12,18,66.66,0,0, Australia,Cape Town
28-Jan-17,ODI # 3828,379143,Quinton de Kock,34,40,85,4,0, Sri Lanka,Port Elizabeth
1-Feb-17,ODI # 3830,379143,Quinton de Kock,17,22,77.27,2,0, Sri Lanka,Durban
4-Feb-17,ODI # 3831,379143,Quinton de Kock,8,11,72.72,1,0, Sri Lanka,Johannesburg
7-Feb-17,ODI # 3833,379143,Quinton de Kock,55,46,119.56,7,2, Sri Lanka,Cape Town
10-Feb-17,ODI # 3834,379143,Quinton de Kock,109,87,125.28,16,0, Sri Lanka,Centurion
19-Feb-17,ODI # 3836,379143,Quinton de Kock,69,64,107.81,9,1, New Zealand,Hamilton
22-Feb-17,ODI # 3839,379143,Quinton de Kock,57,65,87.69,6,0, New Zealand,Christchurch
25-Feb-17,ODI # 3841,379143,Quinton de Kock,68,70,97.14,6,2, New Zealand,Wellington
1-Mar-17,ODI # 3843,379143,Quinton de Kock,0,1,0,0,0, New Zealand,Hamilton
4-Mar-17,ODI # 3846,379143,Quinton de Kock,6,10,60,1,0, New Zealand,Auckland
24-May-17,ODI # 3872,379143,Quinton de Kock,5,13,38.46,0,0, England,Leeds
27-May-17,ODI # 3873,379143,Quinton de Kock,98,103,95.14,11,0, England,Southampton
29-May-17,ODI # 3874,379143,Quinton de Kock,34,39,87.17,4,0, England,Lord's
3-Jun-17,ODI # 3877,379143,Quinton de Kock,23,42,54.76,2,0, Sri Lanka,The Oval
7-Jun-17,ODI # 3881,379143,Quinton de Kock,33,49,67.34,2,0, Pakistan,Birmingham
11-Jun-17,ODI # 3886,379143,Quinton de Kock,53,72,73.61,4,0, India,The Oval
15-Oct-17,ODI # 3923,379143,Quinton de Kock,168,145,115.86,21,2, Bangladesh,Kimberley
18-Oct-17,ODI # 3925,379143,Quinton de Kock,46,61,75.4,1,0, Bangladesh,Paarl
22-Oct-17,ODI # 3929,379143,Quinton de Kock,73,68,107.35,9,1, Bangladesh,East London
1-Feb-18,ODI # 3969,379143,Quinton de Kock,34,49,69.38,4,0, India,Durban
4-Feb-18,ODI # 3970,379143,Quinton de Kock,20,36,55.55,2,0, India,Centurion
29-Jul-18,ODI # 4025,379143,Quinton de Kock,47,59,79.66,4,1, Sri Lanka,Dambulla
1-Aug-18,ODI # 4027,379143,Quinton de Kock,87,78,111.53,13,1, Sri Lanka,Dambulla
5-Aug-18,ODI # 4029,379143,Quinton de Kock,2,8,25,0,0, Sri Lanka,Pallekele
8-Aug-18,ODI # 4030,379143,Quinton de Kock,23,13,176.92,3,1, Sri Lanka,Pallekele
12-Aug-18,ODI # 4031,379143,Quinton de Kock,54,57,94.73,7,1, Sri Lanka,Colombo (RPS)
4-Nov-18,ODI # 4065,379143,Quinton de Kock,47,40,117.5,7,0, Australia,Perth
9-Nov-18,ODI # 4067,379143,Quinton de Kock,9,12,75,1,0, Australia,Adelaide
11-Nov-18,ODI # 4069,379143,Quinton de Kock,4,7,57.14,0,0, Australia,Hobart
25-Jan-19,ODI # 4084,379143,Quinton de Kock,33,36,91.66,4,0, Pakistan,Centurion
27-Jan-19,ODI # 4087,379143,Quinton de Kock,0,7,0,0,0, Pakistan,Johannesburg
30-Jan-19,ODI # 4090,379143,Quinton de Kock,83,58,143.1,11,3, Pakistan,Cape Town
3-Mar-19,ODI # 4104,379143,Quinton de Kock,81,72,112.5,11,0, Sri Lanka,Johannesburg
6-Mar-19,ODI # 4107,379143,Quinton de Kock,94,70,134.28,17,1, Sri Lanka,Centurion
10-Mar-19,ODI # 4112,379143,Quinton de Kock,121,108,112.03,16,2, Sri Lanka,Durban
13-Mar-19,ODI # 4114,379143,Quinton de Kock,51,57,89.47,6,0, Sri Lanka,Port Elizabeth
16-Mar-19,ODI # 4115,379143,Quinton de Kock,6,14,42.85,1,0, Sri Lanka,Cape Town
18-Jan-11,ODI # 3082,44828,Faf du Plessis,60,78,76.92,2,0, India,Cape Town
21-Jan-11,ODI # 3084,44828,Faf du Plessis,1,4,25,0,0, India,Port Elizabeth
23-Jan-11,ODI # 3087,44828,Faf du Plessis,8,6,133.33,1,0, India,Centurion
3-Mar-11,ODI # 3115,44828,Faf du Plessis,18,14,128.57,1,0, Netherlands,Mohali
6-Mar-11,ODI # 3120,44828,Faf du Plessis,17,38,44.73,2,0, England,Chennai
12-Mar-11,ODI # 3128,44828,Faf du Plessis,25,23,108.69,0,1, India,Nagpur
15-Mar-11,ODI # 3133,44828,Faf du Plessis,11,19,57.89,0,0, Ireland,Kolkata
19-Mar-11,ODI # 3138,44828,Faf du Plessis,52,52,100,4,1, Bangladesh,Dhaka
25-Mar-11,ODI # 3144,44828,Faf du Plessis,36,43,83.72,3,1, New Zealand,Dhaka
19-Oct-11,ODI # 3203,44828,Faf du Plessis,27,20,135,3,0, Australia,Centurion
23-Oct-11,ODI # 3208,44828,Faf du Plessis,12,20,60,2,0, Australia,Port Elizabeth
28-Oct-11,ODI # 3211,44828,Faf du Plessis,21,28,75,2,0, Australia,Durban
11-Jan-12,ODI # 3225,44828,Faf du Plessis,10,13,76.92,0,0, Sri Lanka,Paarl
14-Jan-12,ODI # 3226,44828,Faf du Plessis,18,16,112.5,2,0, Sri Lanka,East London
17-Jan-12,ODI # 3227,44828,Faf du Plessis,72,74,97.29,7,0, Sri Lanka,Bloemfontein
20-Jan-12,ODI # 3228,44828,Faf du Plessis,5,12,41.66,0,0, Sri Lanka,Kimberley
22-Jan-12,ODI # 3229,44828,Faf du Plessis,24,39,61.53,2,0, Sri Lanka,Johannesburg
25-Feb-12,ODI # 3249,44828,Faf du Plessis,66,49,134.69,9,1, New Zealand,Wellington
29-Feb-12,ODI # 3252,44828,Faf du Plessis,34,25,136,6,0, New Zealand,Napier
3-Mar-12,ODI # 3254,44828,Faf du Plessis,19,28,67.85,1,0, New Zealand,Auckland
28-Aug-12,ODI # 3298,44828,Faf du Plessis,22,19,115.78,2,0, England,Southampton
31-Aug-12,ODI # 3300,44828,Faf du Plessis,1,4,25,0,0, England,The Oval
2-Sep-12,ODI # 3302,44828,Faf du Plessis,1,8,12.5,0,0, England,Lord's
5-Sep-12,ODI # 3304,44828,Faf du Plessis,3,5,60,0,0, England,Nottingham
19-Jan-13,ODI # 3323,44828,Faf du Plessis,57,72,79.16,3,0, New Zealand,Paarl
22-Jan-13,ODI # 3325,44828,Faf du Plessis,2,3,66.66,0,0, New Zealand,Kimberley
25-Jan-13,ODI # 3328,44828,Faf du Plessis,19,23,82.6,2,0, New Zealand,Potchefstroom
10-Mar-13,ODI # 3343,44828,Faf du Plessis,26,29,89.65,4,0, Pakistan,Bloemfontein
15-Mar-13,ODI # 3346,44828,Faf du Plessis,17,21,80.95,3,0, Pakistan,Centurion
17-Mar-13,ODI # 3347,44828,Faf du Plessis,45,19,236.84,4,3, Pakistan,Johannesburg
31-May-13,ODI # 3359,44828,Faf du Plessis,62,40,155,2,5, Netherlands,Amstelveen
6-Jun-13,ODI # 3363,44828,Faf du Plessis,30,23,130.43,5,0, India,Cardiff
10-Jun-13,ODI # 3367,44828,Faf du Plessis,28,40,70,2,0, Pakistan,Birmingham
14-Jun-13,ODI # 3371,44828,Faf du Plessis,35,32,109.37,3,1, West Indies,Cardiff
19-Jun-13,ODI # 3375,44828,Faf du Plessis,26,39,66.66,3,0, England,The Oval
20-Jul-13,ODI # 3392,44828,Faf du Plessis,4,12,33.33,0,0, Sri Lanka,Colombo (RPS)
23-Jul-13,ODI # 3394,44828,Faf du Plessis,8,9,88.88,1,0, Sri Lanka,Colombo (RPS)
26-Jul-13,ODI # 3398,44828,Faf du Plessis,16,33,48.48,1,0, Sri Lanka,Pallekele
28-Jul-13,ODI # 3400,44828,Faf du Plessis,23,44,52.27,1,0, Sri Lanka,Pallekele
31-Jul-13,ODI # 3401,44828,Faf du Plessis,6,13,46.15,0,0, Sri Lanka,Colombo (RPS)
30-Oct-13,ODI # 3425,44828,Faf du Plessis,12,26,46.15,2,0, Pakistan,Sharjah
1-Nov-13,ODI # 3427,44828,Faf du Plessis,12,32,37.5,1,0, Pakistan,Dubai (DSC)
6-Nov-13,ODI # 3430,44828,Faf du Plessis,55,60,91.66,8,0, Pakistan,Abu Dhabi
8-Nov-13,ODI # 3431,44828,Faf du Plessis,10,23,43.47,1,0, Pakistan,Abu Dhabi
11-Nov-13,ODI # 3433,44828,Faf du Plessis,46,89,51.68,2,0, Pakistan,Sharjah
17-Aug-14,ODI # 3507,44828,Faf du Plessis,59,77,76.62,4,0, Zimbabwe,Bulawayo
